table,row_hint,field,issue,generated_in_mode
order_items,order_id~65596,unit_price_at_sale,negative line price,initial
order_items,order_id~65609,unit_price_at_sale,negative line price,initial
order_items,order_id~65624,unit_price_at_sale,negative line price,initial
order_items,order_id~65642,unit_price_at_sale,negative line price,initial
order_items,order_id~65701,unit_price_at_sale,negative line price,initial
order_items,order_id~65955,unit_price_at_sale,negative line price,initial
order_items,order_id~66142,unit_price_at_sale,negative line price,initial
order_items,order_id~66231,unit_price_at_sale,negative line price,initial
order_items,order_id~66332,unit_price_at_sale,negative line price,initial
order_items,order_id~66393,unit_price_at_sale,negative line price,initial
order_items,order_id~66420,unit_price_at_sale,negative line price,initial
order_items,order_id~66509,unit_price_at_sale,negative line price,initial
order_items,order_id~66545,unit_price_at_sale,negative line price,initial
order_items,order_id~66647,unit_price_at_sale,negative line price,initial
order_items,order_id~66679,unit_price_at_sale,negative line price,initial
order_items,order_id~66927,unit_price_at_sale,negative line price,initial
order_items,order_id~66964,unit_price_at_sale,negative line price,initial
order_items,order_id~67036,unit_price_at_sale,negative line price,initial
order_items,order_id~67136,unit_price_at_sale,negative line price,initial
order_items,order_id~67175,unit_price_at_sale,negative line price,initial
order_items,order_id~67184,unit_price_at_sale,negative line price,initial
order_items,order_id~67184,unit_price_at_sale,negative line price,initial
order_items,order_id~67426,unit_price_at_sale,negative line price,initial
order_items,order_id~67516,unit_price_at_sale,negative line price,initial
order_items,order_id~67519,unit_price_at_sale,negative line price,initial
order_items,order_id~67559,unit_price_at_sale,negative line price,initial
order_items,order_id~67651,unit_price_at_sale,negative line price,initial
order_items,order_id~67681,unit_price_at_sale,negative line price,initial
order_items,order_id~67689,unit_price_at_sale,negative line price,initial
order_items,order_id~67719,unit_price_at_sale,negative line price,initial
order_items,order_id~67772,unit_price_at_sale,negative line price,initial
order_items,order_id~67791,unit_price_at_sale,negative line price,initial
order_items,order_id~67880,unit_price_at_sale,negative line price,initial
order_items,order_id~68101,unit_price_at_sale,negative line price,initial
order_items,order_id~68117,unit_price_at_sale,negative line price,initial
order_items,order_id~68341,unit_price_at_sale,negative line price,initial
order_items,order_id~68483,unit_price_at_sale,negative line price,initial
order_items,order_id~68597,unit_price_at_sale,negative line price,initial
order_items,order_id~68621,unit_price_at_sale,negative line price,initial
order_items,order_id~68799,unit_price_at_sale,negative line price,initial
order_items,order_id~68825,unit_price_at_sale,negative line price,initial
order_items,order_id~69088,unit_price_at_sale,negative line price,initial
order_items,order_id~69099,unit_price_at_sale,negative line price,initial
order_items,order_id~69330,unit_price_at_sale,negative line price,initial
order_items,order_id~69607,unit_price_at_sale,negative line price,initial
order_items,order_id~69812,unit_price_at_sale,negative line price,initial
order_items,order_id~69845,unit_price_at_sale,negative line price,initial
order_items,order_id~70161,unit_price_at_sale,negative line price,initial
order_items,order_id~70169,unit_price_at_sale,negative line price,initial
order_items,order_id~70180,unit_price_at_sale,negative line price,initial
order_items,order_id~70308,unit_price_at_sale,negative line price,initial
order_items,order_id~70348,unit_price_at_sale,negative line price,initial
order_items,order_id~70393,unit_price_at_sale,negative line price,initial
order_items,order_id~70395,unit_price_at_sale,negative line price,initial
order_items,order_id~70549,unit_price_at_sale,negative line price,initial
order_items,order_id~70554,unit_price_at_sale,negative line price,initial
order_items,order_id~70784,unit_price_at_sale,negative line price,initial
order_items,order_id~70928,unit_price_at_sale,negative line price,initial
order_items,order_id~71179,unit_price_at_sale,negative line price,initial
order_items,order_id~71226,unit_price_at_sale,negative line price,initial
order_items,order_id~71234,unit_price_at_sale,negative line price,initial
order_items,order_id~71300,unit_price_at_sale,negative line price,initial
order_items,order_id~71359,unit_price_at_sale,negative line price,initial
order_items,order_id~71502,unit_price_at_sale,negative line price,initial
order_items,order_id~71579,unit_price_at_sale,negative line price,initial
order_items,order_id~71854,unit_price_at_sale,negative line price,initial
order_items,order_id~71889,unit_price_at_sale,negative line price,initial
order_items,order_id~71898,unit_price_at_sale,negative line price,initial
order_items,order_id~71910,unit_price_at_sale,negative line price,initial
order_items,order_id~71945,unit_price_at_sale,negative line price,initial
order_items,order_id~71957,unit_price_at_sale,negative line price,initial
order_items,order_id~72048,unit_price_at_sale,negative line price,initial
order_items,order_id~72213,unit_price_at_sale,negative line price,initial
order_items,order_id~72388,unit_price_at_sale,negative line price,initial
order_items,order_id~72489,unit_price_at_sale,negative line price,initial
order_items,order_id~72546,unit_price_at_sale,negative line price,initial
order_items,order_id~72553,unit_price_at_sale,negative line price,initial
order_items,order_id~72581,unit_price_at_sale,negative line price,initial
order_items,order_id~72600,unit_price_at_sale,negative line price,initial
order_items,order_id~72953,unit_price_at_sale,negative line price,initial
order_items,order_id~72957,unit_price_at_sale,negative line price,initial
order_items,order_id~73157,unit_price_at_sale,negative line price,initial
order_items,order_id~73283,unit_price_at_sale,negative line price,initial
order_items,order_id~73285,unit_price_at_sale,negative line price,initial
order_items,order_id~73297,unit_price_at_sale,negative line price,initial
order_items,order_id~73301,unit_price_at_sale,negative line price,initial
order_items,order_id~73391,unit_price_at_sale,negative line price,initial
order_items,order_id~73391,unit_price_at_sale,negative line price,initial
order_items,order_id~73435,unit_price_at_sale,negative line price,initial
order_items,order_id~73481,unit_price_at_sale,negative line price,initial
order_items,order_id~73488,unit_price_at_sale,negative line price,initial
order_items,order_id~73552,unit_price_at_sale,negative line price,initial
order_items,order_id~73828,unit_price_at_sale,negative line price,initial
order_items,order_id~74178,unit_price_at_sale,negative line price,initial
order_items,order_id~74315,unit_price_at_sale,negative line price,initial
order_items,order_id~74370,unit_price_at_sale,negative line price,initial
order_items,order_id~74372,unit_price_at_sale,negative line price,initial
order_items,order_id~74392,unit_price_at_sale,negative line price,initial
order_items,order_id~74398,unit_price_at_sale,negative line price,initial
order_items,order_id~74467,unit_price_at_sale,negative line price,initial
order_items,order_id~74516,unit_price_at_sale,negative line price,initial
order_items,order_id~74524,unit_price_at_sale,negative line price,initial
order_items,order_id~74588,unit_price_at_sale,negative line price,initial
order_items,order_id~74612,unit_price_at_sale,negative line price,initial
order_items,order_id~74639,unit_price_at_sale,negative line price,initial
order_items,order_id~74656,unit_price_at_sale,negative line price,initial
order_items,order_id~74666,unit_price_at_sale,negative line price,initial
order_items,order_id~74688,unit_price_at_sale,negative line price,initial
order_items,order_id~74705,unit_price_at_sale,negative line price,initial
order_items,order_id~74707,unit_price_at_sale,negative line price,initial
order_items,order_id~74835,unit_price_at_sale,negative line price,initial
order_items,order_id~75141,unit_price_at_sale,negative line price,initial
order_items,order_id~75194,unit_price_at_sale,negative line price,initial
order_items,order_id~75404,unit_price_at_sale,negative line price,initial
order_items,order_id~75512,unit_price_at_sale,negative line price,initial
order_items,order_id~75569,unit_price_at_sale,negative line price,initial
order_items,order_id~75663,unit_price_at_sale,negative line price,initial
order_items,order_id~76016,unit_price_at_sale,negative line price,initial
order_items,order_id~76282,unit_price_at_sale,negative line price,initial
order_items,order_id~76315,unit_price_at_sale,negative line price,initial
order_items,order_id~76344,unit_price_at_sale,negative line price,initial
order_items,order_id~76564,unit_price_at_sale,negative line price,initial
order_items,order_id~76824,unit_price_at_sale,negative line price,initial
order_items,order_id~76831,unit_price_at_sale,negative line price,initial
order_items,order_id~76884,unit_price_at_sale,negative line price,initial
order_items,order_id~76887,unit_price_at_sale,negative line price,initial
order_items,order_id~76993,unit_price_at_sale,negative line price,initial
order_items,order_id~77036,unit_price_at_sale,negative line price,initial
order_items,order_id~77222,unit_price_at_sale,negative line price,initial
order_items,order_id~77242,unit_price_at_sale,negative line price,initial
order_items,order_id~77355,unit_price_at_sale,negative line price,initial
order_items,order_id~77378,unit_price_at_sale,negative line price,initial
order_items,order_id~77473,unit_price_at_sale,negative line price,initial
order_items,order_id~77483,unit_price_at_sale,negative line price,initial
order_items,order_id~77543,unit_price_at_sale,negative line price,initial
order_items,order_id~77601,unit_price_at_sale,negative line price,initial
order_items,order_id~77751,unit_price_at_sale,negative line price,initial
order_items,order_id~77763,unit_price_at_sale,negative line price,initial
order_items,order_id~77774,unit_price_at_sale,negative line price,initial
order_items,order_id~77805,unit_price_at_sale,negative line price,initial
order_items,order_id~77870,unit_price_at_sale,negative line price,initial
order_items,order_id~78434,unit_price_at_sale,negative line price,initial
order_items,order_id~78453,unit_price_at_sale,negative line price,initial
order_items,order_id~78494,unit_price_at_sale,negative line price,initial
order_items,order_id~78716,unit_price_at_sale,negative line price,initial
order_items,order_id~78969,unit_price_at_sale,negative line price,initial
order_items,order_id~79000,unit_price_at_sale,negative line price,initial
order_items,order_id~79191,unit_price_at_sale,negative line price,initial
order_items,order_id~79274,unit_price_at_sale,negative line price,initial
order_items,order_id~79320,unit_price_at_sale,negative line price,initial
order_items,order_id~79396,unit_price_at_sale,negative line price,initial
order_items,order_id~79640,unit_price_at_sale,negative line price,initial
order_items,order_id~79776,unit_price_at_sale,negative line price,initial
order_items,order_id~79848,unit_price_at_sale,negative line price,initial
order_items,order_id~79903,unit_price_at_sale,negative line price,initial
order_items,order_id~79904,unit_price_at_sale,negative line price,initial
order_items,order_id~79932,unit_price_at_sale,negative line price,initial
order_items,order_id~80014,unit_price_at_sale,negative line price,initial
order_items,order_id~80053,unit_price_at_sale,negative line price,initial
order_items,order_id~80157,unit_price_at_sale,negative line price,initial
order_items,order_id~80189,unit_price_at_sale,negative line price,initial
order_items,order_id~80238,unit_price_at_sale,negative line price,initial
order_items,order_id~80265,unit_price_at_sale,negative line price,initial
order_items,order_id~80274,unit_price_at_sale,negative line price,initial
order_items,order_id~80294,unit_price_at_sale,negative line price,initial
order_items,order_id~80503,unit_price_at_sale,negative line price,initial
order_items,order_id~80550,unit_price_at_sale,negative line price,initial
order_items,order_id~80619,unit_price_at_sale,negative line price,initial
order_items,order_id~80969,unit_price_at_sale,negative line price,initial
order_items,order_id~81119,unit_price_at_sale,negative line price,initial
order_items,order_id~81381,unit_price_at_sale,negative line price,initial
order_items,order_id~81406,unit_price_at_sale,negative line price,initial
order_items,order_id~81688,unit_price_at_sale,negative line price,initial
order_items,order_id~81787,unit_price_at_sale,negative line price,initial
order_items,order_id~81883,unit_price_at_sale,negative line price,initial
order_items,order_id~81892,unit_price_at_sale,negative line price,initial
order_items,order_id~81945,unit_price_at_sale,negative line price,initial
order_items,order_id~82024,unit_price_at_sale,negative line price,initial
order_items,order_id~82301,unit_price_at_sale,negative line price,initial
order_items,order_id~82307,unit_price_at_sale,negative line price,initial
order_items,order_id~82323,unit_price_at_sale,negative line price,initial
order_items,order_id~82464,unit_price_at_sale,negative line price,initial
order_items,order_id~82480,unit_price_at_sale,negative line price,initial
order_items,order_id~82498,unit_price_at_sale,negative line price,initial
order_items,order_id~82524,unit_price_at_sale,negative line price,initial
order_items,order_id~82677,unit_price_at_sale,negative line price,initial
order_items,order_id~82966,unit_price_at_sale,negative line price,initial
order_items,order_id~82990,unit_price_at_sale,negative line price,initial
order_items,order_id~83199,unit_price_at_sale,negative line price,initial
order_items,order_id~83283,unit_price_at_sale,negative line price,initial
order_items,order_id~83478,unit_price_at_sale,negative line price,initial
order_items,order_id~83530,unit_price_at_sale,negative line price,initial
order_items,order_id~83736,unit_price_at_sale,negative line price,initial
order_items,order_id~83764,unit_price_at_sale,negative line price,initial
order_items,order_id~83773,unit_price_at_sale,negative line price,initial
order_items,order_id~83775,unit_price_at_sale,negative line price,initial
order_items,order_id~83799,unit_price_at_sale,negative line price,initial
order_items,order_id~83904,unit_price_at_sale,negative line price,initial
order_items,order_id~83971,unit_price_at_sale,negative line price,initial
order_items,order_id~84139,unit_price_at_sale,negative line price,initial
order_items,order_id~84194,unit_price_at_sale,negative line price,initial
order_items,order_id~84232,unit_price_at_sale,negative line price,initial
order_items,order_id~84394,unit_price_at_sale,negative line price,initial
order_items,order_id~84499,unit_price_at_sale,negative line price,initial
order_items,order_id~84692,unit_price_at_sale,negative line price,initial
order_items,order_id~84929,unit_price_at_sale,negative line price,initial
order_items,order_id~84944,unit_price_at_sale,negative line price,initial
order_items,order_id~85054,unit_price_at_sale,negative line price,initial
order_items,order_id~85079,unit_price_at_sale,negative line price,initial
order_items,order_id~85135,unit_price_at_sale,negative line price,initial
order_items,order_id~85301,unit_price_at_sale,negative line price,initial
order_items,order_id~85744,unit_price_at_sale,negative line price,initial
order_items,order_id~85756,unit_price_at_sale,negative line price,initial
order_items,order_id~85838,unit_price_at_sale,negative line price,initial
order_items,order_id~85944,unit_price_at_sale,negative line price,initial
order_items,order_id~85954,unit_price_at_sale,negative line price,initial
order_items,order_id~86056,unit_price_at_sale,negative line price,initial
order_items,order_id~86104,unit_price_at_sale,negative line price,initial
order_items,order_id~86155,unit_price_at_sale,negative line price,initial
order_items,order_id~86263,unit_price_at_sale,negative line price,initial
order_items,order_id~86264,unit_price_at_sale,negative line price,initial
order_items,order_id~86312,unit_price_at_sale,negative line price,initial
order_items,order_id~86335,unit_price_at_sale,negative line price,initial
order_items,order_id~86483,unit_price_at_sale,negative line price,initial
order_items,order_id~86608,unit_price_at_sale,negative line price,initial
order_items,order_id~86649,unit_price_at_sale,negative line price,initial
order_items,order_id~86881,unit_price_at_sale,negative line price,initial
order_items,order_id~87024,unit_price_at_sale,negative line price,initial
order_items,order_id~87046,unit_price_at_sale,negative line price,initial
order_items,order_id~87069,unit_price_at_sale,negative line price,initial
order_items,order_id~87114,unit_price_at_sale,negative line price,initial
order_items,order_id~87125,unit_price_at_sale,negative line price,initial
order_items,order_id~87486,unit_price_at_sale,negative line price,initial
order_items,order_id~87569,unit_price_at_sale,negative line price,initial
order_items,order_id~87583,unit_price_at_sale,negative line price,initial
order_items,order_id~87609,unit_price_at_sale,negative line price,initial
order_items,order_id~87812,unit_price_at_sale,negative line price,initial
order_items,order_id~87831,unit_price_at_sale,negative line price,initial
order_items,order_id~87958,unit_price_at_sale,negative line price,initial
order_items,order_id~87976,unit_price_at_sale,negative line price,initial
order_items,order_id~87999,unit_price_at_sale,negative line price,initial
order_items,order_id~88241,unit_price_at_sale,negative line price,initial
order_items,order_id~88307,unit_price_at_sale,negative line price,initial
order_items,order_id~88319,unit_price_at_sale,negative line price,initial
order_items,order_id~88323,unit_price_at_sale,negative line price,initial
order_items,order_id~88368,unit_price_at_sale,negative line price,initial
order_items,order_id~88393,unit_price_at_sale,negative line price,initial
order_items,order_id~88425,unit_price_at_sale,negative line price,initial
order_items,order_id~88449,unit_price_at_sale,negative line price,initial
order_items,order_id~88472,unit_price_at_sale,negative line price,initial
order_items,order_id~88538,unit_price_at_sale,negative line price,initial
order_items,order_id~88846,unit_price_at_sale,negative line price,initial
order_items,order_id~88892,unit_price_at_sale,negative line price,initial
order_items,order_id~89037,unit_price_at_sale,negative line price,initial
order_items,order_id~89267,unit_price_at_sale,negative line price,initial
order_items,order_id~89344,unit_price_at_sale,negative line price,initial
order_items,order_id~89425,unit_price_at_sale,negative line price,initial
order_items,order_id~89523,unit_price_at_sale,negative line price,initial
order_items,order_id~89620,unit_price_at_sale,negative line price,initial
order_items,order_id~89780,unit_price_at_sale,negative line price,initial
order_items,order_id~89801,unit_price_at_sale,negative line price,initial
order_items,order_id~90137,unit_price_at_sale,negative line price,initial
order_items,order_id~90180,unit_price_at_sale,negative line price,initial
order_items,order_id~90220,unit_price_at_sale,negative line price,initial
order_items,order_id~90243,unit_price_at_sale,negative line price,initial
order_items,order_id~90264,unit_price_at_sale,negative line price,initial
order_items,order_id~90420,unit_price_at_sale,negative line price,initial
order_items,order_id~90434,unit_price_at_sale,negative line price,initial
order_items,order_id~90575,unit_price_at_sale,negative line price,initial
order_items,order_id~90707,unit_price_at_sale,negative line price,initial
order_items,order_id~90762,unit_price_at_sale,negative line price,initial
order_items,order_id~90789,unit_price_at_sale,negative line price,initial
order_items,order_id~90951,unit_price_at_sale,negative line price,initial
order_items,order_id~91034,unit_price_at_sale,negative line price,initial
order_items,order_id~91074,unit_price_at_sale,negative line price,initial
order_items,order_id~91084,unit_price_at_sale,negative line price,initial
order_items,order_id~91088,unit_price_at_sale,negative line price,initial
order_items,order_id~91121,unit_price_at_sale,negative line price,initial
order_items,order_id~91151,unit_price_at_sale,negative line price,initial
order_items,order_id~91163,unit_price_at_sale,negative line price,initial
order_items,order_id~91257,unit_price_at_sale,negative line price,initial
order_items,order_id~91360,unit_price_at_sale,negative line price,initial
order_items,order_id~91435,unit_price_at_sale,negative line price,initial
order_items,order_id~91458,unit_price_at_sale,negative line price,initial
order_items,order_id~91489,unit_price_at_sale,negative line price,initial
order_items,order_id~91575,unit_price_at_sale,negative line price,initial
order_items,order_id~91576,unit_price_at_sale,negative line price,initial
order_items,order_id~91648,unit_price_at_sale,negative line price,initial
order_items,order_id~91650,unit_price_at_sale,negative line price,initial
order_items,order_id~91663,unit_price_at_sale,negative line price,initial
order_items,order_id~91664,unit_price_at_sale,negative line price,initial
order_items,order_id~91700,unit_price_at_sale,negative line price,initial
order_items,order_id~91826,unit_price_at_sale,negative line price,initial
order_items,order_id~92054,unit_price_at_sale,negative line price,initial
order_items,order_id~92086,unit_price_at_sale,negative line price,initial
order_items,order_id~92183,unit_price_at_sale,negative line price,initial
order_items,order_id~92373,unit_price_at_sale,negative line price,initial
order_items,order_id~92482,unit_price_at_sale,negative line price,initial
order_items,order_id~92489,unit_price_at_sale,negative line price,initial
order_items,order_id~92601,unit_price_at_sale,negative line price,initial
order_items,order_id~92752,unit_price_at_sale,negative line price,initial
order_items,order_id~92804,unit_price_at_sale,negative line price,initial
order_items,order_id~92822,unit_price_at_sale,negative line price,initial
order_items,order_id~92953,unit_price_at_sale,negative line price,initial
order_items,order_id~93019,unit_price_at_sale,negative line price,initial
order_items,order_id~93080,unit_price_at_sale,negative line price,initial
order_items,order_id~93092,unit_price_at_sale,negative line price,initial
order_items,order_id~93414,unit_price_at_sale,negative line price,initial
order_items,order_id~93507,unit_price_at_sale,negative line price,initial
order_items,order_id~93510,unit_price_at_sale,negative line price,initial
order_items,order_id~93630,unit_price_at_sale,negative line price,initial
order_items,order_id~93679,unit_price_at_sale,negative line price,initial
order_items,order_id~93717,unit_price_at_sale,negative line price,initial
order_items,order_id~93817,unit_price_at_sale,negative line price,initial
order_items,order_id~93844,unit_price_at_sale,negative line price,initial
order_items,order_id~93857,unit_price_at_sale,negative line price,initial
order_items,order_id~93953,unit_price_at_sale,negative line price,initial
order_items,order_id~94011,unit_price_at_sale,negative line price,initial
order_items,order_id~94145,unit_price_at_sale,negative line price,initial
order_items,order_id~94338,unit_price_at_sale,negative line price,initial
order_items,order_id~94472,unit_price_at_sale,negative line price,initial
order_items,order_id~94543,unit_price_at_sale,negative line price,initial
order_items,order_id~94546,unit_price_at_sale,negative line price,initial
order_items,order_id~94565,unit_price_at_sale,negative line price,initial
order_items,order_id~94681,unit_price_at_sale,negative line price,initial
order_items,order_id~94822,unit_price_at_sale,negative line price,initial
order_items,order_id~94971,unit_price_at_sale,negative line price,initial
order_items,order_id~95001,unit_price_at_sale,negative line price,initial
order_items,order_id~95159,unit_price_at_sale,negative line price,initial
order_items,order_id~95187,unit_price_at_sale,negative line price,initial
order_items,order_id~95226,unit_price_at_sale,negative line price,initial
order_items,order_id~95243,unit_price_at_sale,negative line price,initial
order_items,order_id~95245,unit_price_at_sale,negative line price,initial
order_items,order_id~95331,unit_price_at_sale,negative line price,initial
order_items,order_id~95402,unit_price_at_sale,negative line price,initial
order_items,order_id~95599,unit_price_at_sale,negative line price,initial
order_items,order_id~95633,unit_price_at_sale,negative line price,initial
order_items,order_id~95654,unit_price_at_sale,negative line price,initial
order_items,order_id~95742,unit_price_at_sale,negative line price,initial
order_items,order_id~95819,unit_price_at_sale,negative line price,initial
order_items,order_id~95824,unit_price_at_sale,negative line price,initial
order_items,order_id~95845,unit_price_at_sale,negative line price,initial
order_items,order_id~95886,unit_price_at_sale,negative line price,initial
order_items,order_id~95959,unit_price_at_sale,negative line price,initial
order_items,order_id~96065,unit_price_at_sale,negative line price,initial
order_items,order_id~96121,unit_price_at_sale,negative line price,initial
order_items,order_id~96160,unit_price_at_sale,negative line price,initial
order_items,order_id~96188,unit_price_at_sale,negative line price,initial
order_items,order_id~96201,unit_price_at_sale,negative line price,initial
order_items,order_id~96212,unit_price_at_sale,negative line price,initial
order_items,order_id~96349,unit_price_at_sale,negative line price,initial
order_items,order_id~96436,unit_price_at_sale,negative line price,initial
order_items,order_id~96515,unit_price_at_sale,negative line price,initial
order_items,order_id~96559,unit_price_at_sale,negative line price,initial
order_items,order_id~96560,unit_price_at_sale,negative line price,initial
order_items,order_id~96573,unit_price_at_sale,negative line price,initial
order_items,order_id~96609,unit_price_at_sale,negative line price,initial
order_items,order_id~96627,unit_price_at_sale,negative line price,initial
order_items,order_id~96642,unit_price_at_sale,negative line price,initial
order_items,order_id~96689,unit_price_at_sale,negative line price,initial
order_items,order_id~96803,unit_price_at_sale,negative line price,initial
order_items,order_id~96959,unit_price_at_sale,negative line price,initial
order_items,order_id~96960,unit_price_at_sale,negative line price,initial
order_items,order_id~96992,unit_price_at_sale,negative line price,initial
order_items,order_id~97027,unit_price_at_sale,negative line price,initial
order_items,order_id~97034,unit_price_at_sale,negative line price,initial
order_items,order_id~97068,unit_price_at_sale,negative line price,initial
order_items,order_id~97351,unit_price_at_sale,negative line price,initial
order_items,order_id~97353,unit_price_at_sale,negative line price,initial
order_items,order_id~97829,unit_price_at_sale,negative line price,initial
order_items,order_id~97918,unit_price_at_sale,negative line price,initial
order_items,order_id~97924,unit_price_at_sale,negative line price,initial
order_items,order_id~98016,unit_price_at_sale,negative line price,initial
order_items,order_id~98056,unit_price_at_sale,negative line price,initial
order_items,order_id~98060,unit_price_at_sale,negative line price,initial
order_items,order_id~98080,unit_price_at_sale,negative line price,initial
order_items,order_id~98113,unit_price_at_sale,negative line price,initial
order_items,order_id~98135,unit_price_at_sale,negative line price,initial
order_items,order_id~98148,unit_price_at_sale,negative line price,initial
order_items,order_id~98161,unit_price_at_sale,negative line price,initial
order_items,order_id~98179,unit_price_at_sale,negative line price,initial
order_items,order_id~98343,unit_price_at_sale,negative line price,initial
order_items,order_id~98353,unit_price_at_sale,negative line price,initial
order_items,order_id~98415,unit_price_at_sale,negative line price,initial
order_items,order_id~98672,unit_price_at_sale,negative line price,initial
order_items,order_id~98766,unit_price_at_sale,negative line price,initial
order_items,order_id~98898,unit_price_at_sale,negative line price,initial
order_items,order_id~99019,unit_price_at_sale,negative line price,initial
order_items,order_id~99110,unit_price_at_sale,negative line price,initial
order_items,order_id~99176,unit_price_at_sale,negative line price,initial
order_items,order_id~99183,unit_price_at_sale,negative line price,initial
order_items,order_id~99514,unit_price_at_sale,negative line price,initial
order_items,order_id~99639,unit_price_at_sale,negative line price,initial
order_items,order_id~99694,unit_price_at_sale,negative line price,initial
order_items,order_id~99764,unit_price_at_sale,negative line price,initial
order_items,order_id~99823,unit_price_at_sale,negative line price,initial
order_items,order_id~99983,unit_price_at_sale,negative line price,initial
